,PronosticosOilVol,PronosticosGasVol,PronosticosWaterVol,PronosticosWaterCut
2019-03-22,12.403585567315666,3297.876575298506,41.860242894724855,75.09353746697447
2019-03-23,12.38876557179841,3294.1402533534656,41.860242894724855,75.09353747622137
2019-03-24,12.373945576281264,3290.4039314084407,41.860242894724855,75.09353748135509
2019-03-25,12.359125580764195,3286.6676094634267,41.860242894724855,75.09353747658348
2019-03-26,12.344305585247183,3282.9312875184205,41.860242894724855,75.09353747138883
2019-03-27,12.329485589730211,3279.19496557342,41.860242894724855,75.09353747300182
2019-03-28,12.314665594213269,3275.4586436284235,41.860242894724855,75.09353747718525
2019-03-29,12.299845598696347,3271.72232168343,41.860242894724855,75.0935374774512
2019-03-30,12.285025603179442,3267.9859997384383,41.860242894724855,75.09353747460533
2019-03-31,12.270205607662547,3264.2496777934484,41.860242894724855,75.09353747346836
2019-04-01,12.25538561214566,3260.5133558484595,41.860242894724855,75.09353747508524
2019-04-02,12.24056561662878,3256.7770339034714,41.860242894724855,75.09353747642302
2019-04-03,12.225745621111903,3253.040711958484,41.860242894724855,75.09353747573557
2019-04-04,12.21092562559503,3249.3043900134967,41.860242894724855,75.09353747456748
2019-04-05,12.196105630078158,3245.5680680685095,41.860242894724855,75.09353747465966
2019-04-06,12.181285634561288,3241.831746123523,41.860242894724855,75.09353747550993
2019-04-07,12.166465639044418,3238.095424178536,41.860242894724855,75.09353747572929
2019-04-08,12.15164564352755,3234.3591022335495,41.860242894724855,75.09353747520605
2019-04-09,12.136825648010682,3230.622780288563,41.860242894724855,75.09353747487741
2019-04-10,12.122005652493813,3226.886458343576,41.860242894724855,75.09353747513472
2019-04-11,12.107185656976947,3223.15013639859,41.860242894724855,75.09353747545124
2019-04-12,12.09236566146008,3219.4138144536037,41.860242894724855,75.09353747537644
2019-04-13,12.077545665943214,3215.6774925086174,41.860242894724855,75.09353747512941
2019-04-14,12.062725670426348,3211.941170563631,41.860242894724855,75.09353747509938
2019-04-15,12.047905674909481,3208.204848618645,41.860242894724855,75.09353747526266
2019-04-16,12.033085679392615,3204.4685266736587,41.860242894724855,75.09353747533827
2019-04-17,12.018265683875748,3200.7322047286725,41.860242894724855,75.09353747524897
2019-04-18,12.003445688358882,3196.9958827836863,41.860242894724855,75.0935374751661
2019-04-19,11.988625692842016,3193.2595608387,41.860242894724855,75.09353747520107
2019-04-20,11.97380569732515,3189.523238893714,41.860242894724855,75.09353747527089
2019-04-21,11.958985701808283,3185.7869169487276,41.860242894724855,75.09353747526968
2019-04-22,11.944165706291416,3182.0505950037414,41.860242894724855,75.0935374752203
2019-04-23,11.92934571077455,3178.314273058755,41.860242894724855,75.09353747520466
2019-04-24,11.914525715257684,3174.577951113769,41.860242894724855,75.09353747523407
2019-04-25,11.899705719740817,3170.8416291687827,41.860242894724855,75.09353747525488
2019-04-26,11.88488572422395,3167.1053072237964,41.860242894724855,75.09353747524118
2019-04-27,11.870065728707084,3163.36898527881,41.860242894724855,75.093537475222
2019-04-28,11.855245733190218,3159.632663333824,41.860242894724855,75.0935374752252
2019-04-29,11.840425737673351,3155.8963413888378,41.860242894724855,75.09353747523973
2019-04-30,11.825605742156485,3152.1600194438515,41.860242894724855,75.09353747524233
2019-05-01,11.810785746639619,3148.4236974988653,41.860242894724855,75.093537475233
2019-05-02,11.795965751122752,3144.687375553879,41.860242894724855,75.09353747522808
2019-05-03,11.781145755605886,3140.951053608893,41.860242894724855,75.09353747523296
2019-05-04,11.76632576008902,3137.2147316639066,41.860242894724855,75.09353747523807
2019-05-05,11.751505764572153,3133.4784097189204,41.860242894724855,75.09353747523635
2019-05-06,11.736685769055287,3129.742087773934,41.860242894724855,75.0935374752322
2019-05-07,11.72186577353842,3126.005765828948,41.860242894724855,75.09353747523203
2019-05-08,11.707045778021554,3122.2694438839617,41.860242894724855,75.09353747523488
2019-05-09,11.692225782504687,3118.5331219389755,41.860242894724855,75.09353747523596
2019-05-10,11.677405786987821,3114.796799993989,41.860242894724855,75.09353747523431
2019-05-11,11.662585791470955,3111.060478049003,41.860242894724855,75.093537475233
2019-05-12,11.647765795954088,3107.3241561040168,41.860242894724855,75.09353747523372
2019-05-13,11.632945800437222,3103.5878341590305,41.860242894724855,75.09353747523487
2019-05-14,11.618125804920355,3099.8515122140443,41.860242894724855,75.09353747523475
2019-05-15,11.603305809403489,3096.115190269058,41.860242894724855,75.0935374752339
2019-05-16,11.588485813886622,3092.378868324072,41.860242894724855,75.0935374752337
2019-05-17,11.573665818369756,3088.6425463790856,41.860242894724855,75.09353747523423
2019-05-18,11.55884582285289,3084.9062244340994,41.860242894724855,75.09353747523454
2019-05-19,11.544025827336023,3081.169902489113,41.860242894724855,75.09353747523427
2019-05-20,11.529205831819157,3077.433580544127,41.860242894724855,75.09353747523396
2019-05-21,11.51438583630229,3073.6972585991407,41.860242894724855,75.09353747523404
2019-05-22,11.499565840785424,3069.9609366541545,41.860242894724855,75.09353747523429
2019-05-23,11.484745845268558,3066.2246147091682,41.860242894724855,75.09353747523431
2019-05-24,11.469925849751691,3062.488292764182,41.860242894724855,75.09353747523414
2019-05-25,11.455105854234825,3058.751970819196,41.860242894724855,75.09353747523407
2019-05-26,11.440285858717958,3055.0156488742095,41.860242894724855,75.09353747523416
2019-05-27,11.425465863201092,3051.2793269292233,41.860242894724855,75.09353747523424
2019-05-28,11.410645867684226,3047.543004984237,41.860242894724855,75.0935374752342
2019-05-29,11.395825872167359,3043.806683039251,41.860242894724855,75.09353747523413
2019-05-30,11.381005876650493,3040.0703610942646,41.860242894724855,75.09353747523413
2019-05-31,11.366185881133626,3036.3340391492784,41.860242894724855,75.09353747523417
2019-06-01,11.35136588561676,3032.597717204292,41.860242894724855,75.09353747523419
2019-06-02,11.336545890099893,3028.861395259306,41.860242894724855,75.09353747523416
2019-06-03,11.321725894583027,3025.1250733143197,41.860242894724855,75.09353747523414
2019-06-04,11.30690589906616,3021.3887513693335,41.860242894724855,75.09353747523416
2019-06-05,11.292085903549294,3017.6524294243472,41.860242894724855,75.09353747523417
2019-06-06,11.277265908032428,3013.916107479361,41.860242894724855,75.09353747523417
2019-06-07,11.262445912515561,3010.179785534375,41.860242894724855,75.09353747523416
2019-06-08,11.247625916998695,3006.4434635893886,41.860242894724855,75.09353747523416
2019-06-09,11.232805921481829,3002.7071416444023,41.860242894724855,75.09353747523417
2019-06-10,11.217985925964962,2998.970819699416,41.860242894724855,75.09353747523417
2019-06-11,11.203165930448096,2995.23449775443,41.860242894724855,75.09353747523417
2019-06-12,11.18834593493123,2991.4981758094436,41.860242894724855,75.09353747523417
2019-06-13,11.173525939414363,2987.7618538644574,41.860242894724855,75.09353747523417
2019-06-14,11.158705943897496,2984.025531919471,41.860242894724855,75.09353747523417
2019-06-15,11.14388594838063,2980.289209974485,41.860242894724855,75.09353747523417
2019-06-16,11.129065952863764,2976.5528880294987,41.860242894724855,75.09353747523417
2019-06-17,11.114245957346897,2972.8165660845125,41.860242894724855,75.09353747523417
2019-06-18,11.09942596183003,2969.0802441395263,41.860242894724855,75.09353747523417
2019-06-19,11.084605966313164,2965.34392219454,41.860242894724855,75.09353747523417
2019-06-20,11.069785970796298,2961.607600249554,41.860242894724855,75.09353747523417
2019-06-21,11.054965975279432,2957.8712783045676,41.860242894724855,75.09353747523417
2019-06-22,11.040145979762565,2954.1349563595813,41.860242894724855,75.09353747523417
2019-06-23,11.025325984245699,2950.398634414595,41.860242894724855,75.09353747523417
2019-06-24,11.010505988728832,2946.662312469609,41.860242894724855,75.09353747523417
2019-06-25,10.995685993211966,2942.9259905246226,41.860242894724855,75.09353747523417
2019-06-26,10.9808659976951,2939.1896685796364,41.860242894724855,75.09353747523417
2019-06-27,10.966046002178233,2935.45334663465,41.860242894724855,75.09353747523417
2019-06-28,10.951226006661367,2931.717024689664,41.860242894724855,75.09353747523417
2019-06-29,10.9364060111445,2927.9807027446777,41.860242894724855,75.09353747523417
2019-06-30,10.921586015627634,2924.2443807996915,41.860242894724855,75.09353747523417
2019-07-01,10.906766020110767,2920.5080588547053,41.860242894724855,75.09353747523417
2019-07-02,10.891946024593901,2916.771736909719,41.860242894724855,75.09353747523417
2019-07-03,10.877126029077035,2913.035414964733,41.860242894724855,75.09353747523417
2019-07-04,10.862306033560168,2909.2990930197466,41.860242894724855,75.09353747523417
2019-07-05,10.847486038043302,2905.5627710747603,41.860242894724855,75.09353747523417
2019-07-06,10.832666042526435,2901.826449129774,41.860242894724855,75.09353747523417
2019-07-07,10.817846047009569,2898.090127184788,41.860242894724855,75.09353747523417
2019-07-08,10.803026051492703,2894.3538052398017,41.860242894724855,75.09353747523417
2019-07-09,10.788206055975836,2890.6174832948154,41.860242894724855,75.09353747523417
2019-07-10,10.77338606045897,2886.881161349829,41.860242894724855,75.09353747523417
2019-07-11,10.758566064942103,2883.144839404843,41.860242894724855,75.09353747523417
2019-07-12,10.743746069425237,2879.4085174598567,41.860242894724855,75.09353747523417
2019-07-13,10.72892607390837,2875.6721955148705,41.860242894724855,75.09353747523417
2019-07-14,10.714106078391504,2871.9358735698843,41.860242894724855,75.09353747523417
2019-07-15,10.699286082874638,2868.199551624898,41.860242894724855,75.09353747523417
2019-07-16,10.684466087357771,2864.463229679912,41.860242894724855,75.09353747523417
2019-07-17,10.669646091840905,2860.7269077349256,41.860242894724855,75.09353747523417
2019-07-18,10.654826096324038,2856.9905857899394,41.860242894724855,75.09353747523417
2019-07-19,10.640006100807172,2853.254263844953,41.860242894724855,75.09353747523417
2019-07-20,10.625186105290306,2849.517941899967,41.860242894724855,75.09353747523417
2019-07-21,10.61036610977344,2845.7816199549807,41.860242894724855,75.09353747523417
2019-07-22,10.595546114256573,2842.0452980099944,41.860242894724855,75.09353747523417
2019-07-23,10.580726118739706,2838.308976065008,41.860242894724855,75.09353747523417
2019-07-24,10.56590612322284,2834.572654120022,41.860242894724855,75.09353747523417
2019-07-25,10.551086127705974,2830.8363321750357,41.860242894724855,75.09353747523417
2019-07-26,10.536266132189107,2827.1000102300495,41.860242894724855,75.09353747523417
2019-07-27,10.52144613667224,2823.3636882850633,41.860242894724855,75.09353747523417
2019-07-28,10.506626141155374,2819.627366340077,41.860242894724855,75.09353747523417
2019-07-29,10.491806145638508,2815.891044395091,41.860242894724855,75.09353747523417
2019-07-30,10.476986150121641,2812.1547224501046,41.860242894724855,75.09353747523417
2019-07-31,10.462166154604775,2808.4184005051184,41.860242894724855,75.09353747523417
2019-08-01,10.447346159087909,2804.682078560132,41.860242894724855,75.09353747523417
2019-08-02,10.432526163571042,2800.945756615146,41.860242894724855,75.09353747523417
2019-08-03,10.417706168054176,2797.2094346701597,41.860242894724855,75.09353747523417
2019-08-04,10.40288617253731,2793.4731127251735,41.860242894724855,75.09353747523417
2019-08-05,10.388066177020443,2789.736790780187,41.860242894724855,75.09353747523417
2019-08-06,10.373246181503577,2786.000468835201,41.860242894724855,75.09353747523417
2019-08-07,10.35842618598671,2782.2641468902148,41.860242894724855,75.09353747523417
2019-08-08,10.343606190469844,2778.5278249452285,41.860242894724855,75.09353747523417
2019-08-09,10.328786194952977,2774.7915030002423,41.860242894724855,75.09353747523417
2019-08-10,10.313966199436111,2771.055181055256,41.860242894724855,75.09353747523417
2019-08-11,10.299146203919245,2767.31885911027,41.860242894724855,75.09353747523417
2019-08-12,10.284326208402378,2763.5825371652836,41.860242894724855,75.09353747523417
2019-08-13,10.269506212885512,2759.8462152202974,41.860242894724855,75.09353747523417
2019-08-14,10.254686217368645,2756.109893275311,41.860242894724855,75.09353747523417
2019-08-15,10.239866221851779,2752.373571330325,41.860242894724855,75.09353747523417
2019-08-16,10.225046226334912,2748.6372493853387,41.860242894724855,75.09353747523417
2019-08-17,10.210226230818046,2744.9009274403525,41.860242894724855,75.09353747523417
2019-08-18,10.19540623530118,2741.1646054953662,41.860242894724855,75.09353747523417
2019-08-19,10.180586239784313,2737.42828355038,41.860242894724855,75.09353747523417
2019-08-20,10.165766244267447,2733.6919616053938,41.860242894724855,75.09353747523417
2019-08-21,10.15094624875058,2729.9556396604075,41.860242894724855,75.09353747523417
2019-08-22,10.136126253233714,2726.2193177154213,41.860242894724855,75.09353747523417
2019-08-23,10.121306257716848,2722.482995770435,41.860242894724855,75.09353747523417
2019-08-24,10.106486262199981,2718.746673825449,41.860242894724855,75.09353747523417
2019-08-25,10.091666266683115,2715.0103518804626,41.860242894724855,75.09353747523417
2019-08-26,10.076846271166248,2711.2740299354764,41.860242894724855,75.09353747523417
2019-08-27,10.062026275649382,2707.53770799049,41.860242894724855,75.09353747523417
2019-08-28,10.047206280132515,2703.801386045504,41.860242894724855,75.09353747523417
2019-08-29,10.032386284615649,2700.0650641005177,41.860242894724855,75.09353747523417
2019-08-30,10.017566289098783,2696.3287421555315,41.860242894724855,75.09353747523417
2019-08-31,10.002746293581916,2692.5924202105452,41.860242894724855,75.09353747523417
2019-09-01,9.98792629806505,2688.856098265559,41.860242894724855,75.09353747523417
2019-09-02,9.973106302548183,2685.119776320573,41.860242894724855,75.09353747523417
2019-09-03,9.958286307031317,2681.3834543755866,41.860242894724855,75.09353747523417
2019-09-04,9.94346631151445,2677.6471324306003,41.860242894724855,75.09353747523417
2019-09-05,9.928646315997584,2673.910810485614,41.860242894724855,75.09353747523417
2019-09-06,9.913826320480718,2670.174488540628,41.860242894724855,75.09353747523417
2019-09-07,9.899006324963851,2666.4381665956416,41.860242894724855,75.09353747523417
2019-09-08,9.884186329446985,2662.7018446506554,41.860242894724855,75.09353747523417
2019-09-09,9.869366333930119,2658.965522705669,41.860242894724855,75.09353747523417
2019-09-10,9.854546338413252,2655.229200760683,41.860242894724855,75.09353747523417
2019-09-11,9.839726342896386,2651.4928788156967,41.860242894724855,75.09353747523417
2019-09-12,9.82490634737952,2647.7565568707105,41.860242894724855,75.09353747523417
2019-09-13,9.810086351862653,2644.0202349257243,41.860242894724855,75.09353747523417
2019-09-14,9.795266356345786,2640.283912980738,41.860242894724855,75.09353747523417
2019-09-15,9.78044636082892,2636.547591035752,41.860242894724855,75.09353747523417
2019-09-16,9.765626365312054,2632.8112690907656,41.860242894724855,75.09353747523417
2019-09-17,9.750806369795187,2629.0749471457793,41.860242894724855,75.09353747523417
2019-09-18,9.73598637427832,2625.338625200793,41.860242894724855,75.09353747523417
2019-09-19,9.721166378761454,2621.602303255807,41.860242894724855,75.09353747523417
2019-09-20,9.706346383244588,2617.8659813108206,41.860242894724855,75.09353747523417
2019-09-21,9.691526387727722,2614.1296593658344,41.860242894724855,75.09353747523417
2019-09-22,9.676706392210855,2610.393337420848,41.860242894724855,75.09353747523417
2019-09-23,9.661886396693989,2606.657015475862,41.860242894724855,75.09353747523417
2019-09-24,9.647066401177122,2602.9206935308757,41.860242894724855,75.09353747523417
2019-09-25,9.632246405660256,2599.1843715858895,41.860242894724855,75.09353747523417
2019-09-26,9.61742641014339,2595.4480496409033,41.860242894724855,75.09353747523417
2019-09-27,9.602606414626523,2591.711727695917,41.860242894724855,75.09353747523417
2019-09-28,9.587786419109657,2587.975405750931,41.860242894724855,75.09353747523417
2019-09-29,9.57296642359279,2584.2390838059446,41.860242894724855,75.09353747523417
2019-09-30,9.558146428075924,2580.5027618609583,41.860242894724855,75.09353747523417
2019-10-01,9.543326432559057,2576.766439915972,41.860242894724855,75.09353747523417
2019-10-02,9.528506437042191,2573.030117970986,41.860242894724855,75.09353747523417
2019-10-03,9.513686441525325,2569.2937960259997,41.860242894724855,75.09353747523417
2019-10-04,9.498866446008458,2565.5574740810134,41.860242894724855,75.09353747523417
2019-10-05,9.484046450491592,2561.821152136027,41.860242894724855,75.09353747523417
2019-10-06,9.469226454974725,2558.084830191041,41.860242894724855,75.09353747523417
2019-10-07,9.454406459457859,2554.3485082460547,41.860242894724855,75.09353747523417
2019-10-08,9.439586463940993,2550.6121863010685,41.860242894724855,75.09353747523417
2019-10-09,9.424766468424126,2546.8758643560823,41.860242894724855,75.09353747523417
2019-10-10,9.40994647290726,2543.139542411096,41.860242894724855,75.09353747523417
2019-10-11,9.395126477390393,2539.40322046611,41.860242894724855,75.09353747523417
2019-10-12,9.380306481873527,2535.6668985211236,41.860242894724855,75.09353747523417
2019-10-13,9.36548648635666,2531.9305765761374,41.860242894724855,75.09353747523417
2019-10-14,9.350666490839794,2528.194254631151,41.860242894724855,75.09353747523417
2019-10-15,9.335846495322928,2524.457932686165,41.860242894724855,75.09353747523417
2019-10-16,9.321026499806061,2520.7216107411787,41.860242894724855,75.09353747523417
2019-10-17,9.306206504289195,2516.9852887961924,41.860242894724855,75.09353747523417
2019-10-18,9.291386508772328,2513.248966851206,41.860242894724855,75.09353747523417
2019-10-19,9.276566513255462,2509.51264490622,41.860242894724855,75.09353747523417
2019-10-20,9.261746517738596,2505.7763229612337,41.860242894724855,75.09353747523417
2019-10-21,9.24692652222173,2502.0400010162475,41.860242894724855,75.09353747523417
2019-10-22,9.232106526704863,2498.3036790712613,41.860242894724855,75.09353747523417
2019-10-23,9.217286531187996,2494.567357126275,41.860242894724855,75.09353747523417
2019-10-24,9.20246653567113,2490.831035181289,41.860242894724855,75.09353747523417
2019-10-25,9.187646540154264,2487.0947132363026,41.860242894724855,75.09353747523417
2019-10-26,9.172826544637397,2483.3583912913164,41.860242894724855,75.09353747523417
2019-10-27,9.15800654912053,2479.62206934633,41.860242894724855,75.09353747523417
2019-10-28,9.143186553603664,2475.885747401344,41.860242894724855,75.09353747523417
2019-10-29,9.128366558086798,2472.1494254563577,41.860242894724855,75.09353747523417
2019-10-30,9.113546562569931,2468.4131035113714,41.860242894724855,75.09353747523417
2019-10-31,9.098726567053065,2464.676781566385,41.860242894724855,75.09353747523417
2019-11-01,9.083906571536199,2460.940459621399,41.860242894724855,75.09353747523417
2019-11-02,9.069086576019332,2457.2041376764128,41.860242894724855,75.09353747523417
2019-11-03,9.054266580502466,2453.4678157314265,41.860242894724855,75.09353747523417
2019-11-04,9.0394465849856,2449.7314937864403,41.860242894724855,75.09353747523417
2019-11-05,9.024626589468733,2445.995171841454,41.860242894724855,75.09353747523417
2019-11-06,9.009806593951867,2442.258849896468,41.860242894724855,75.09353747523417
2019-11-07,8.994986598435,2438.5225279514816,41.860242894724855,75.09353747523417
2019-11-08,8.980166602918134,2434.7862060064954,41.860242894724855,75.09353747523417
2019-11-09,8.965346607401267,2431.049884061509,41.860242894724855,75.09353747523417
2019-11-10,8.950526611884401,2427.313562116523,41.860242894724855,75.09353747523417
2019-11-11,8.935706616367534,2423.5772401715367,41.860242894724855,75.09353747523417
2019-11-12,8.920886620850668,2419.8409182265505,41.860242894724855,75.09353747523417
2019-11-13,8.906066625333802,2416.104596281564,41.860242894724855,75.09353747523417
2019-11-14,8.891246629816935,2412.368274336578,41.860242894724855,75.09353747523417
2019-11-15,8.876426634300069,2408.6319523915918,41.860242894724855,75.09353747523417
2019-11-16,8.861606638783202,2404.8956304466055,41.860242894724855,75.09353747523417
2019-11-17,8.846786643266336,2401.1593085016193,41.860242894724855,75.09353747523417
2019-11-18,8.83196664774947,2397.422986556633,41.860242894724855,75.09353747523417
2019-11-19,8.817146652232603,2393.686664611647,41.860242894724855,75.09353747523417
2019-11-20,8.802326656715737,2389.9503426666606,41.860242894724855,75.09353747523417
2019-11-21,8.78750666119887,2386.2140207216744,41.860242894724855,75.09353747523417
2019-11-22,8.772686665682004,2382.477698776688,41.860242894724855,75.09353747523417
2019-11-23,8.757866670165138,2378.741376831702,41.860242894724855,75.09353747523417
2019-11-24,8.743046674648271,2375.0050548867157,41.860242894724855,75.09353747523417
2019-11-25,8.728226679131405,2371.2687329417295,41.860242894724855,75.09353747523417
2019-11-26,8.713406683614538,2367.5324109967432,41.860242894724855,75.09353747523417
2019-11-27,8.698586688097672,2363.796089051757,41.860242894724855,75.09353747523417
2019-11-28,8.683766692580805,2360.059767106771,41.860242894724855,75.09353747523417
2019-11-29,8.668946697063939,2356.3234451617845,41.860242894724855,75.09353747523417
2019-11-30,8.654126701547073,2352.5871232167983,41.860242894724855,75.09353747523417
2019-12-01,8.639306706030206,2348.850801271812,41.860242894724855,75.09353747523417
2019-12-02,8.62448671051334,2345.114479326826,41.860242894724855,75.09353747523417
2019-12-03,8.609666714996473,2341.3781573818396,41.860242894724855,75.09353747523417
2019-12-04,8.594846719479607,2337.6418354368534,41.860242894724855,75.09353747523417
2019-12-05,8.58002672396274,2333.905513491867,41.860242894724855,75.09353747523417
2019-12-06,8.565206728445874,2330.169191546881,41.860242894724855,75.09353747523417
2019-12-07,8.550386732929008,2326.4328696018947,41.860242894724855,75.09353747523417
2019-12-08,8.535566737412141,2322.6965476569085,41.860242894724855,75.09353747523417
2019-12-09,8.520746741895275,2318.9602257119222,41.860242894724855,75.09353747523417
2019-12-10,8.505926746378409,2315.223903766936,41.860242894724855,75.09353747523417
2019-12-11,8.491106750861542,2311.48758182195,41.860242894724855,75.09353747523417
2019-12-12,8.476286755344676,2307.7512598769636,41.860242894724855,75.09353747523417
2019-12-13,8.46146675982781,2304.0149379319773,41.860242894724855,75.09353747523417
2019-12-14,8.446646764310943,2300.278615986991,41.860242894724855,75.09353747523417
2019-12-15,8.431826768794076,2296.542294042005,41.860242894724855,75.09353747523417
2019-12-16,8.41700677327721,2292.8059720970186,41.860242894724855,75.09353747523417
2019-12-17,8.402186777760344,2289.0696501520324,41.860242894724855,75.09353747523417
